,mmsi,label,length,tonnage,power,geartype,secondary_geartype
4816,263410880,Trawlers,28.09,256.0,596.0,OTB,NO
4817,227318230,Trawlers,11.82,29.7,249.0,OTB,DRB
4818,224049550,Trawlers,17.25,27.43,77.26,OTB,NO
4819,235025319,Trawlers,40.2,465.0,1450.0,TBB,NO
4820,224019440,Trawlers,25.08,121.82,294.33,OTB,NO
4821,227625380,Trawlers,11.7,9.0,44.0,OTB,OTM
4822,230061850,Trawlers,33.51,399.0,1500.0,OTM,OTB
4823,263419980,Purse_seines,17.04,27.03,176.52,PS,NO
4824,219013539,Trawlers,19.95,168.8,298.0,OTB,NO
4825,227311230,Set_gillnets,11.97,7.37,169.0,GTR,GNS
4826,247087020,Trawlers,21.06,78.0,470.0,OTB,NO
4827,224042970,Set_longlines,15.75,45.5,63.28,LLS,NO
4828,247121110,Trawlers,19.24,75.0,290.0,OTB,NO
4829,263516000,Trawlers,80.35,1926.0,2207.0,OTB,NO
4830,238390540,Purse_seines,22.3,67.0,220.0,PS,NO
4831,247050230,Trawlers|Set_longlines,18.07,43.0,215.0,OTB,LLS
4832,247144870,Purse_seines|Set_longlines,19.4,47.0,191.0,PS,LLS
4833,224117580,Trawlers,17.0,35.04,125.09,OTB,NO
4834,266346000,Trawlers,51.72,764.0,2030.0,OTM,OTB
4835,247122190,Trawlers,16.38,19.0,128.67,OTB,NO
4836,247071060,Trawlers,24.7,110.0,478.0,OTB,PTM
4837,275425000,Trawlers,25.45,113.0,215.0,OTM,OTB
4838,266081000,Trawlers,23.85,122.0,314.0,OTB,OTB
4839,265635810,Set_gillnets|Pole_and_line,11.95,13.36,261.03,GNS,LHP
4840,235060213,Pots_and_traps,11.75,23.34,205.0,FPO,NO
4841,219446000,Trawlers,51.9,630.0,890.0,OTB,NO
4842,224013460,Trawlers,23.0,98.28,367.92,OTB,NO
4843,263583000,Set_gillnets|Trawlers,37.5,399.0,596.0,GNS,OTB
4844,211288860,Trawlers,23.3,83.0,221.0,TBB,OTB
4845,224099940,Trawlers,38.5,409.1,709.35,OTB,PTB
4846,224193790,Purse_seines,23.0,48.26,367.92,PS,NO
4847,266068000,Trawlers,18.49,113.0,352.94,OTB,OTB
4848,237364000,Purse_seines|Set_gillnets,19.79,37.0,138.93,PS,GNS
4849,224067170,Set_longlines,23.0,79.1,268.58,LLS,NO
4850,227120900,Trawlers,16.33,58.96,279.0,OTB,OTM
4851,237920000,Trawlers|Purse_seines,21.0,59.0,136.0,OTB,PS
4852,219011336,Set_gillnets|Set_longlines,13.84,21.0,127.0,GNS,LLS
4853,220333000,Trawlers,15.11,19.9,103.0,OTB,OTB
4854,219002149,Trawlers|Set_gillnets,9.63,5.8,107.0,OTB,GNS
4855,224044840,Trawlers,19.5,51.17,231.79,OTB,NO
4856,224080680,Trawlers,29.0,234.0,286.98,OTB,PTB
4857,246032000,Trawlers,42.35,494.0,1124.0,TBB,NO
4858,227110600,Trawlers,17.98,62.74,309.0,OTB,DRB
4859,265678200,Trollers|other_fishing,9.85,6.21,160.0,LTL,GND
4860,224139780,Purse_seines,25.56,94.0,459.16,PS,NO
4861,234341000,Trawlers,72.8,2060.0,3440.0,OTM,NO
4862,247123060,Trawlers|Set_longlines,18.1,25.0,294.2,OTB,LLS
4863,224051560,Purse_seines,26.0,111.03,295.81,PS,NO
4864,237457000,Trawlers,31.0,197.0,389.6,OTB,NO
4865,238975610,Purse_seines,28.65,149.0,405.0,PS,NO
4866,247304620,Trawlers,21.98,59.0,184.0,OTB,NO
4867,265757320,Trawlers|Set_gillnets,11.81,11.15,140.0,OTB,GNS
4868,245811000,Trawlers,126.22,7005.0,7210.0,OTM,NO
4869,219809000,Set_gillnets,20.42,80.5,198.0,GNS,NO
4870,240231000,Purse_seines,23.82,70.0,220.53,PS,NO
4871,244987000,other_fishing,29.2,188.0,500.0,SSC,NO
4872,224096140,Trawlers,22.84,85.99,132.45,OTB,NO
4873,224071540,Trawlers,24.56,81.37,294.33,OTB,NO
4874,247302360,Trawlers,20.8,44.0,81.0,OTB,NO
4875,263406860,Set_gillnets,18.08,42.82,268.46,GNS,GTR
4876,247065940,Purse_seines|Set_longlines,14.7,16.0,129.0,PS,LLS
4877,219001204,Set_gillnets|Trawlers,14.52,23.8,155.0,GNS,OTB
4878,261010430,Set_gillnets|Trawlers,11.99,12.23,70.0,GNS,OTB
4879,227322180,Set_gillnets|Pots_and_traps,11.95,6.67,150.0,GTR,FPO
4880,224204490,Trawlers,30.0,238.0,316.41,OTB,NO
4881,247123030,Trawlers,13.1,12.0,110.0,DRB,NO
4882,247145270,Trawlers|Set_longlines,15.07,31.0,162.0,OTB,LLS
4883,224005860,Purse_seines,16.05,22.58,143.49,PS,NO
4884,219010818,Set_gillnets|Set_longlines,9.99,14.1,110.0,GNS,LLS
4885,220616000,Trawlers,16.99,98.5,220.0,OTB,OTB
4886,247081730,Purse_seines|Set_longlines,8.93,4.0,104.4,PS,LLS
4887,224185350,Trawlers,27.31,138.14,348.05,OTB,NO
4888,263502000,Trawlers,80.02,1990.0,2648.0,OTB,OTM
4889,250000213,Trawlers,40.0,343.0,697.0,DRB,NO
4890,247081230,Trawlers,20.2,41.0,294.0,OTB,NO
4891,224095770,Trawlers,20.78,50.9,275.94,OTB,NO
4892,244774000,Trawlers,29.1,77.0,174.0,DRH,NO
4893,227314180,Trawlers,18.13,70.62,323.0,OTB,OTM
4894,266147000,Trawlers,22.98,162.0,492.65,OTB,OTB
4895,211486000,Trawlers,15.98,23.0,188.0,TBB,OTB
4896,227311480,Set_gillnets|Pots_and_traps,11.99,16.0,110.0,GNS,FPO
4897,247129960,Trawlers|Purse_seines,18.65,55.0,375.0,OTB,PS
4898,224078870,Trawlers,17.0,25.04,82.41,OTB,NO
4899,239028000,Purse_seines,20.7,42.0,220.53,PS,NO
4900,235007100,Trawlers,14.95,45.64,221.0,HMD,NO
4901,247081150,Trawlers|Purse_seines,22.8,101.0,412.0,OTB,PS
4902,235097013,Set_gillnets,20.6,140.0,289.0,GNS,NO
4903,266285000,Trawlers,21.41,99.0,298.0,OTB,OTB
4904,247143440,Set_longlines|Set_gillnets,19.9,67.0,324.0,LLS,GNS
4905,250116470,Trawlers,23.0,91.0,221.0,DRB,OTM
4906,238882640,Purse_seines|Set_gillnets,40.15,328.0,1250.0,PS,GNS
4907,224128930,Purse_seines,37.0,229.0,699.04,PS,NO
4908,224019690,Set_longlines,22.5,112.91,242.83,LLS,NO
4909,237291000,Trawlers|Purse_seines,28.65,102.0,367.55,OTB,PS
4910,205320000,Trawlers,23.98,95.0,221.0,TBB,OTB
4911,241110000,Purse_seines|Set_gillnets,18.1,20.0,51.46,PS,GTR
4912,265349000,Trawlers,15.44,38.0,256.69,OTB,OTB
4913,227308110,Set_gillnets|Set_longlines,14.35,35.15,140.0,GNS,LLS
4914,224050270,Set_gillnets,16.05,27.16,119.21,GNS,GTR
4915,244815000,Trawlers,42.36,502.0,1124.0,TBB,NO
4916,250116400,other_fishing|Set_gillnets,23.65,176.0,309.59,GND,GNS
4917,211287590,Trawlers,19.0,68.0,221.0,TBB,OTB
4918,224043730,Trawlers,22.97,79.99,88.3,OTB,NO
4919,237029000,Trawlers|Pole_and_line,29.25,126.0,176.42,OTB,LHP
4920,224084460,Trawlers,22.7,96.0,294.33,OTB,NO
4921,247151110,Trawlers|Set_longlines,24.86,109.0,309.0,OTB,LLS
4922,211458000,Trawlers,15.73,26.0,161.0,TBB,OTB
4923,239086000,Purse_seines,23.1,61.0,220.53,PS,NO
4924,263415640,Trawlers,28.5,256.0,596.0,OTB,NO
4925,265708000,Trawlers,34.98,358.0,735.0,OTM,NO
4926,224259630,Set_longlines,16.0,34.07,60.34,LLS,NO
4927,255401370,Purse_seines,19.6,44.23,236.83,PS,NO
4928,224056960,Set_gillnets,15.4,31.28,55.19,GNS,GTR
4929,240331000,Purse_seines,21.3,36.0,213.0,PS,PS
4930,227124200,Trawlers|Set_gillnets,12.0,23.44,191.0,DRB,GNS
4931,227640190,Trawlers|Pots_and_traps,10.0,10.89,107.0,DRB,FPO
4932,247054450,Trawlers|Set_longlines,17.8,28.0,235.0,OTB,LLS
4933,227612990,Pots_and_traps|Set_gillnets,11.97,18.4,215.0,FPO,GNS
4934,237805000,Trawlers,28.9,138.0,268.31,OTB,OTB
4935,250000707,Trawlers,32.55,144.0,522.0,DRB,NO
4936,220043000,Trawlers|other_fishing,23.51,164.9,480.0,OTB,SDN
4937,247070990,Trawlers,24.81,88.0,250.0,OTB,PTM
4938,227145800,Set_gillnets|Set_longlines,24.75,208.43,453.0,GNS,LLS
4939,224167590,Trawlers,15.85,44.51,139.81,OTB,NO
4940,238771340,Purse_seines,39.95,328.0,1250.0,PS,NO
4941,224181230,Trawlers,31.9,292.0,431.2,OTB,NO
4942,238000005,Trawlers|Set_longlines,19.0,33.0,331.0,OTB,LLS
4943,266139000,Trawlers,15.64,33.0,235.0,OTB,OTB
4944,263507000,Trawlers,24.03,145.17,368.0,OTB,NO
4945,225436000,Trawlers,50.0,852.0,971.3,OTB,PTB
4946,233414000,other_fishing,25.94,177.0,428.0,SSC,NO
4947,224147180,Trawlers,27.9,214.0,316.41,OTB,NO
4948,245019000,Trawlers,23.6,89.0,221.0,TBB,NO
4949,244770262,Trawlers,31.38,175.0,224.0,DRB,NO
4950,238192340,Purse_seines|Pots_and_traps,24.2,116.02,571.0,PS,FPO
4951,235068228,Trawlers,9.82,11.39,143.0,OTB,NO
4952,224712000,Trawlers,40.45,460.0,503.31,OTB,PTB
4953,239178000,Purse_seines,22.45,61.0,220.53,PS,NO
4954,237662000,Trawlers,24.0,80.0,176.4,OTB,NO
4955,218264000,Trawlers,28.42,189.0,559.0,OTB,TBB
4956,235013325,Trawlers,19.63,123.0,309.0,OTB,NO
4957,247202750,Trawlers|Set_gillnets,16.39,26.0,183.0,OTB,GNS
4958,263311000,Purse_seines|Set_longlines,23.76,86.28,375.09,PS,LLS
4959,239331000,Purse_seines,20.0,44.0,220.0,PS,PS
4960,224475470,Set_longlines|Pots_and_traps,15.01,15.42,117.73,LLS,FPO
4961,247140410,Trawlers,21.64,61.0,103.0,OTB,NO
4962,235092375,Pots_and_traps|Set_gillnets,7.62,3.84,42.0,FPO,GNS
4963,247123920,Trawlers|Purse_seines,22.1,56.0,217.0,OTB,PS
4964,247131310,Purse_seines|Set_longlines,15.0,21.0,125.0,PS,LLS
4965,247088060,Trawlers,21.85,76.0,250.0,OTB,NO
4966,224085930,Trawlers,27.0,159.19,367.92,OTB,NO
4967,234999260,other_fishing,21.77,74.0,187.0,SDN,NO
4968,250262000,Trawlers,25.08,190.0,600.0,OTB,NO
4969,247130750,Trawlers|Set_longlines,20.05,83.0,217.0,OTB,LLS
4970,232746000,Trawlers,40.0,611.0,1960.0,OTB,NO
4971,238625240,Trawlers,17.1,29.0,218.0,OTB,NO
4972,219005496,other_fishing,16.13,37.8,140.0,SDN,NO
4973,224324000,Trawlers,34.5,332.0,429.73,OTB,PTB
4974,227141600,Trawlers,22.5,150.01,455.0,OTB,OTM
4975,224041250,Purse_seines,36.69,240.76,971.3,PS,NO
4976,224087540,Trawlers,23.42,67.38,416.48,OTB,NO
4977,227360000,Trawlers,54.55,1491.0,2250.0,OTB,OTM
4978,235084199,Purse_seines,13.92,31.95,221.0,PS,NO
4979,246511000,Trawlers,40.72,448.0,1471.0,TBB,OTB
4980,219005878,Trawlers,17.1,54.1,365.0,OTB,OTB
4981,224107280,Trawlers,19.0,48.65,66.23,OTB,NO
4982,238117140,Trawlers,21.6,129.0,368.0,OTB,NO
4983,247086590,Trawlers|Set_longlines,20.53,91.0,478.0,OTB,LLS
4984,245449000,Trawlers,19.98,60.0,221.0,TBB,OTB
4985,246437000,Trawlers,35.17,197.0,588.0,DRB,DRH
4986,275171000,Pots_and_traps|unknown_fishing,61.17,1211.0,2207.0,FPO,NK
4987,247120340,Trawlers,22.6,53.0,324.0,OTB,NO
4988,261002720,Trawlers,18.51,63.0,121.0,OTB,OTM
4989,247124010,Trawlers,18.0,28.0,158.08,OTB,NO
4990,219003369,Trawlers|Set_gillnets,9.99,10.9,136.0,OTB,GNS
4991,247140920,Trawlers,20.25,56.0,219.85,OTB,NO
4992,263407290,Purse_seines,22.3,43.22,143.42,PS,NO
4993,235013031,Pots_and_traps|Set_gillnets,9.99,10.04,84.0,FPO,GNS
4994,235078541,Pots_and_traps|Set_gillnets,7.95,1.41,64.0,FPO,GNS
4995,275440000,Trawlers,25.5,117.0,220.0,OTB,OTM
4996,275053000,Trawlers,25.45,112.0,368.0,OTM,OTB
4997,224066980,Drifting_longlines,23.0,133.85,151.58,LLD,NO
4998,227318010,Purse_seines|Set_gillnets,15.4,29.33,169.0,PS,GNS
4999,247103690,Purse_seines,26.9,59.0,441.0,PS,NO
5000,245247000,Trawlers,22.37,78.0,221.0,TBB,OTB
5001,250001765,Trawlers,24.7,159.0,466.0,OTM,NO
5002,224134550,Trawlers,31.4,277.0,359.82,OTB,NO
5003,232004501,Trawlers,18.29,80.0,335.0,DRB,NO
5004,211516260,Trawlers,14.78,29.0,221.0,OTB,PTB
5005,240304000,Purse_seines,20.7,48.0,205.83,PS,PS
5006,247122320,Trawlers,22.7,62.0,331.0,OTB,NO
5007,235100159,Pots_and_traps,11.9,20.01,134.0,FPO,NO
5008,219007613,Trawlers,14.42,23.8,268.0,OTB,OTB
5009,238443406,Purse_seines,17.7,28.57,206.0,PS,NO
5010,224133860,Trawlers,23.0,78.29,129.51,OTB,NO
5011,266406000,Trawlers,13.94,17.0,300.0,PTB,PTM
5012,219493000,Trawlers,38.18,371.0,552.0,OTB,OTB
5013,235674000,Trawlers,70.7,2430.0,7680.0,OTM,NO
5014,247063180,Trawlers,15.08,36.0,110.3,OTB,NO
5015,224022730,Purse_seines,17.36,36.17,185.43,PS,NO
5016,224250430,Trawlers,20.2,88.72,161.88,OTB,NO
5017,224135190,Trawlers,17.0,24.79,125.09,OTB,NO
5018,247133560,Trawlers|Purse_seines,17.95,34.0,166.5,OTB,PS
5019,250000626,Trawlers,23.5,190.0,441.0,OTB,NO
5020,235054653,Trawlers,23.97,160.0,448.0,TBB,NO
5021,224133000,Trawlers,33.02,293.0,625.46,OTB,PTB
5022,247062140,Trawlers,19.96,91.0,447.0,OTB,NO
5023,244786000,Trawlers,38.16,221.0,890.0,DRB,NO
5024,224152340,Set_longlines|Set_gillnets,32.0,309.0,551.88,LLS,GNS
5025,247100910,Trawlers,20.29,52.0,379.0,OTB,NO
5026,227595050,Set_gillnets,11.98,12.19,204.0,GTR,GNS
5027,250002396,Set_gillnets,13.21,34.56,179.0,GNC,GNS
5028,224191750,Purse_seines,18.66,37.29,139.81,PS,NO
5029,220000052,Trawlers|Set_gillnets,9.99,12.8,118.0,OTM,GNS
5030,219017379,other_fishing,25.56,242.1,432.0,SSC,SDN
5031,246299000,Trawlers,20.8,36.0,177.0,TBB,NO
5032,246135000,Trawlers,22.97,83.0,221.0,TBB,OTB
5033,224104340,Purse_seines,16.99,39.66,220.75,PS,NO
5034,240096000,Trawlers|Purse_seines,27.68,103.0,367.55,OTB,PS
5035,247123250,Set_longlines|Set_gillnets,12.43,14.0,92.0,LLS,GNS
5036,224112790,Set_gillnets,20.0,50.52,147.17,GNS,NO
5037,227593740,Trawlers,11.98,30.38,139.0,OTB,DRB
5038,224029580,Purse_seines,22.5,66.2,161.88,PS,NO
5039,224071970,Trawlers,23.32,73.45,189.85,OTB,NO
5040,219009229,Trawlers,16.03,39.1,220.0,OTM,NO
5041,227322680,Trawlers|Pots_and_traps,8.55,5.83,41.0,DRB,FPO
5042,247087540,Trawlers,16.72,37.0,206.0,OTB,NO
5043,261002420,Trawlers,25.6,149.0,282.4,OTM,OTB
5044,224046790,Set_gillnets,18.45,87.5,167.03,GNS,NO
5045,219015502,Trawlers|Set_gillnets,9.62,5.7,63.0,OTB,GNS
5046,224086740,Purse_seines,19.0,44.3,256.07,PS,NO
5047,247123970,Trawlers,17.9,34.0,117.64,OTB,NO
5048,247094170,Trawlers,21.03,66.0,331.0,OTB,NO
5049,261012460,Trawlers,20.52,47.0,305.0,OTB,PTB
5050,227822000,Trawlers,24.0,162.8,499.0,OTB,NO
5051,266199000,Trawlers,26.48,202.0,662.0,OTB,OTB
5052,247072820,Trawlers,15.7,22.0,161.7,OTB,NO
5053,247301980,Trawlers,20.36,47.0,294.0,OTB,PTM
5054,250206000,Trawlers,35.59,135.0,373.0,DRB,NO
5055,224051140,Set_longlines|Pots_and_traps,24.7,109.0,500.37,LLS,FPO
5056,224905000,Trawlers,56.2,971.0,1880.06,PTB,NO
5057,230117380,Trawlers,19.81,55.0,221.0,OTM,NO
5058,247300240,Trawlers|Set_longlines,15.13,28.0,109.5,OTB,LLS
5059,247085750,Trawlers,25.64,133.0,835.0,OTB,NO
5060,250001166,Trawlers,23.4,163.0,400.0,OTM,NO
5061,238914540,Purse_seines|Trawlers,25.35,129.0,440.0,PS,OTB
5062,227320660,Set_gillnets,14.98,40.09,242.0,GNS,GTR
5063,245660000,Trawlers,21.15,78.0,221.0,TBB,NO
5064,239977000,Purse_seines|Set_gillnets,15.43,22.0,82.33,PS,GTR
5065,227338000,Set_longlines|Set_gillnets,26.7,238.0,294.0,LLS,GNS
5066,240550000,Trawlers,26.3,62.0,294.04,OTB,NO
5067,224068290,Trawlers,19.58,72.0,295.07,OTB,NO
5068,227320020,Trawlers,21.0,36.0,316.0,OTM,OTB
5069,235000951,Trawlers,17.82,51.0,111.0,OTB,NO
5070,247228800,Trawlers,33.55,239.0,838.23,OTB,NO
5071,266332000,Trawlers,23.45,185.0,432.0,OTB,OTM
5072,247094360,Trawlers,22.25,67.0,147.0,OTB,NO
5073,247145820,Trawlers|Purse_seines,19.71,33.0,272.0,OTB,PS
5074,219597000,Trawlers,31.72,399.0,740.0,OTB,OTB
5075,224211520,Trawlers,19.2,46.27,121.41,OTB,NO
5076,205169000,Trawlers,37.81,384.0,1200.0,TBB,NO
5077,227616510,Trawlers|Set_gillnets,10.0,10.28,106.0,DRB,GNS
5078,261006770,Trawlers,20.96,113.0,340.0,OTB,OTM
5079,250105600,Trawlers,45.0,663.0,2400.0,OTM,NO
5080,207421000,Trawlers|Pole_and_line,25.5,117.36,220.65,OTM,LHM
5081,238416040,Purse_seines,23.71,124.0,450.0,PS,NO
5082,261011110,Trawlers,11.34,23.11,147.0,OTB,OTM
5083,241005000,Purse_seines,21.6,36.0,292.0,PS,NO
5084,247099330,Purse_seines,23.12,43.0,294.0,PS,NO
5085,247122360,Trawlers|Set_longlines,18.4,55.0,219.8,OTB,LLS
5086,219001549,Trawlers|Set_gillnets,16.76,59.7,124.0,OTB,GNS
5087,263402290,Pots_and_traps|Set_gillnets,21.0,104.21,257.43,FPO,GNS
5088,224098930,Purse_seines,35.6,241.0,367.92,PS,NO
5089,224137290,Drifting_longlines,20.5,52.07,110.38,LLD,NO
5090,247082060,Trawlers,15.88,19.0,110.3,DRB,OTB
5091,239128000,Purse_seines|Set_gillnets,20.2,46.0,176.42,PS,GNS
5092,265687900,Trawlers,11.99,19.0,183.87,OTB,OTB
5093,247087070,Trawlers|Set_gillnets,17.2,27.0,109.0,DRB,GNS
5094,247100250,Trawlers,22.33,79.0,129.0,OTB,NO
5095,263407670,Purse_seines,18.3,40.53,145.41,PS,NO
5096,238955240,Trawlers,17.9,36.0,162.0,OTB,OTM
5097,224609000,Drifting_longlines,39.0,427.0,367.92,LLD,NO
5098,265668860,Set_gillnets,7.95,4.09,60.0,GNS,GNS
5099,275072000,Trawlers,25.45,112.0,221.0,OTM,OTB
5100,205162000,Trawlers,37.87,385.0,1200.0,TBB,NO
5101,224052370,Drifting_longlines,30.0,286.0,515.08,LLD,NO
5102,247147480,Trawlers|Purse_seines,29.59,165.0,397.0,OTB,PS
5103,247081660,Set_longlines|Set_gillnets,18.0,38.0,161.52,LLS,GNS
5104,235078344,Trawlers|Pots_and_traps,9.63,8.66,111.9,HMD,FPO
5105,224086630,Trawlers,17.82,38.04,62.55,OTB,NO
5106,227144400,Trawlers,24.9,154.23,316.0,OTB,OTM
5107,245836000,Trawlers,42.36,501.0,1467.0,TBB,OTM
5108,215000770,Trawlers,23.95,106.46,538.0,OTB,NO
5109,263514000,Trawlers,24.03,167.08,368.0,OTB,NO
5110,250002836,other_fishing|Set_gillnets,9.9,8.0,100.0,GND,GNS
5111,219004119,Set_gillnets,16.08,38.9,184.0,GNS,GNS
5112,224229980,Trawlers,19.15,45.25,58.87,OTB,NO
5113,247111270,Trawlers,23.61,80.0,301.6,OTB,NO
5114,277186000,Trawlers,25.5,117.0,220.0,OTB,OTM
5115,247142170,Trawlers,16.1,17.0,205.9,OTB,NO
5116,266384000,Trawlers,14.99,50.0,346.0,OTB,OTB
5117,246570000,Trawlers|Set_gillnets,23.9,106.0,221.0,TBB,GNS
5118,227408000,Set_gillnets|Set_longlines,23.95,93.0,441.0,GNS,LLS
5119,247090950,Trawlers,19.8,30.0,206.0,OTB,NO
5120,235008860,Trawlers,25.9,217.0,579.0,OTB,NO
5121,219006005,Trawlers|Set_gillnets,11.99,12.4,129.0,OTB,GNS
5122,241119000,Trawlers|Purse_seines,19.9,35.0,147.02,OTB,PS
5123,224134520,Purse_seines,33.0,186.0,735.84,PS,NO
5124,225459000,Purse_seines,87.0,2591.0,4483.3,PS,NO
5125,247083260,Trawlers,25.3,131.0,513.0,OTB,PTM
5126,211180000,Trawlers,15.55,26.0,184.0,TBB,OTB
5127,219006283,Trawlers,16.0,62.2,129.0,DRB,NO
5128,220304000,Trawlers,16.02,39.3,294.0,OTB,OTM
5129,211389510,Trawlers,18.14,31.0,221.0,TBB,OTB
5130,224331000,Trawlers,33.2,331.0,397.35,OTB,PTB
5131,227748550,Set_gillnets|Set_longlines,11.98,15.12,156.0,GTR,LLS
5132,245071000,Trawlers,24.25,43.0,221.0,TBB,NO
5133,265674000,Trawlers,9.9,17.5,194.0,OTB,NO
5134,247142580,Trawlers,27.72,158.0,478.0,OTB,NO
5135,227984000,Trawlers,19.5,77.68,265.0,OTB,PTM
5136,237687000,Purse_seines|Trawlers,19.8,45.0,305.06,PS,OTB
5137,247080750,Trawlers,18.9,76.0,433.0,OTB,NO
5138,247122670,Trawlers,19.6,55.0,309.0,OTB,NO
5139,233661000,Trawlers,24.54,192.0,537.31,PTB,NO
5140,265648390,Trawlers,11.9,17.16,221.0,OTB,OTB
5141,250000264,Trawlers,44.65,487.0,662.0,DRB,NO
5142,224264670,Purse_seines,18.27,26.68,117.73,PS,NO
5143,211315540,Trawlers,41.82,446.0,1471.0,TBB,OTB
5144,265858000,Trawlers,49.99,713.0,1595.0,OTM,OTB
5145,219002464,Set_gillnets|other_fishing,14.0,21.7,153.0,GNS,SDN
5146,247121120,Trawlers,26.6,83.0,463.0,OTB,NO
5147,235051022,Trawlers,71.96,2411.0,5999.0,OTM,NO
5148,237163000,Trawlers,27.8,113.0,220.5,OTB,NO
5149,247141390,Trawlers|Purse_seines,20.6,62.0,206.0,OTB,PS
5150,265634070,Set_gillnets|Pole_and_line,9.0,7.87,61.03,GNS,LHP
5151,211505000,Trawlers,15.87,33.0,146.0,TBB,OTB
5152,227632830,Pots_and_traps|Trawlers,7.5,3.4,96.0,FPO,DRB
5153,277214000,Trawlers,25.5,118.0,221.0,OTB,OTM
5154,227132100,Pole_and_line|Set_longlines,11.96,15.84,206.0,LHP,LLS
5155,239224000,Purse_seines,18.85,35.0,88.21,PS,NO
5156,250512000,Trawlers,64.6,1499.0,2710.0,OTM,NO
5157,232007250,Set_longlines,28.13,203.0,220.0,LLS,NO
5158,219006383,Set_gillnets|Set_longlines,9.03,3.3,50.0,GNS,LLS
5159,247122430,Trawlers|Purse_seines,24.89,87.0,441.0,OTB,PS
5160,224205880,Trawlers,21.05,34.22,84.62,OTB,NO
5161,247150040,Trawlers|Set_longlines,25.17,142.0,316.48,OTB,LLS
5162,204244000,Trawlers,23.6,175.74,368.38,OTB,NO
5163,247120480,Trawlers,28.7,157.0,515.0,OTB,PTM
5164,212899000,Trawlers,19.5,103.0,260.0,OTB,NO
5165,247104160,Trawlers,18.85,70.0,220.0,OTB,NO
5166,238649510,Trawlers,19.83,64.0,367.0,OTB,NO
5167,247051770,Trawlers,23.92,99.0,616.0,OTB,PTM
5168,233820000,Trawlers,18.23,116.0,369.0,PTM,NO
5169,240384000,Purse_seines|Set_longlines,24.0,67.0,51.46,PS,LLS
5170,277205000,Trawlers,25.5,117.0,220.0,OTB,OTM
5171,263408570,Purse_seines,26.1,96.8,353.04,PS,NO
5172,224258570,Trawlers,18.04,21.62,96.39,OTB,NO
5173,226018000,Pots_and_traps,15.96,45.7,294.0,FPO,NO
5174,263282000,Set_gillnets,16.73,23.54,165.49,GNS,GTR
5175,219002504,Trawlers|Set_longlines,11.52,13.7,106.0,OTB,LLS
5176,219013001,Trawlers,39.95,574.0,721.0,OTB,NO
5177,224259000,Drifting_longlines,28.0,136.0,309.05,LLD,NO
5178,246176000,Trawlers,21.25,61.0,221.0,TBB,OTB
5179,224011160,Trawlers,22.48,70.46,242.83,OTB,NO
5180,263422240,Set_gillnets|Drifting_longlines,20.5,87.03,317.0,GNS,LLD
5181,247300760,Trawlers|Purse_seines,21.8,55.0,220.0,OTB,PS
5182,247150050,Trawlers|Set_longlines,21.21,96.0,175.0,OTB,LLS
5183,247051030,Trawlers|Purse_seines,18.74,39.0,316.0,OTB,PS
5184,266174000,Trawlers,18.25,71.0,386.0,OTB,OTM
5185,235005980,Set_gillnets,14.97,45.73,205.0,GTR,GTR
5186,247140750,Trawlers|Purse_seines,17.6,37.0,110.0,OTB,PS
5187,237127000,Trawlers,33.92,264.0,360.2,OTB,NO
5188,250001293,Trawlers,28.05,196.0,221.0,TBB,OTB
5189,224816000,Trawlers,38.0,438.0,441.5,OTB,PTB
5190,232006490,Set_gillnets,38.06,263.0,500.0,GNS,NO
5191,263413850,Set_gillnets,14.5,22.3,161.81,GNS,GTR
5192,235068209,Trawlers,16.69,105.0,358.0,OTT,NO
5193,227317860,Trawlers,20.05,48.66,316.0,OTM,OTB
5194,247145660,Trawlers,25.1,174.0,623.5,OTB,PTM
5195,247051080,Trawlers|Set_gillnets,15.61,28.0,161.8,OTB,GNS
5196,245220000,Trawlers,40.92,436.0,1471.0,TBB,NO
5197,227817000,Trawlers,15.5,41.96,263.0,OTB,PTM
5198,244836000,Trawlers,42.81,455.0,1471.0,TBB,NO
5199,219125000,Set_gillnets,44.4,516.0,734.0,GNS,NO
5200,224196160,Trawlers,27.6,174.8,404.71,OTB,PTB
5201,247121340,Trawlers|Set_longlines,17.98,25.0,294.0,OTB,LLS
5202,204211000,Drifting_longlines,27.51,225.0,350.0,LLD,NO
5203,211245890,Trawlers,32.9,269.0,750.0,TBB,OTB
5204,247300480,Trawlers|Purse_seines,22.08,57.0,162.0,OTB,PS
5205,207343400,Set_longlines|Trawlers,13.85,20.0,105.0,LLS,OTM
5206,247144910,Purse_seines,25.9,87.0,338.0,PS,NO
5207,247081580,Trawlers|Purse_seines,18.7,28.0,110.0,OTB,PS
5208,247141250,Trawlers,20.45,67.0,81.0,OTB,PTM
5209,263435000,Trawlers,34.5,266.0,720.05,OTB,NO
5210,211320460,Trawlers,24.65,98.0,221.0,TBB,PTB
5211,239315000,Purse_seines,21.5,50.0,220.53,PS,PS
5212,244049000,Trawlers,22.47,65.0,221.0,TBB,NO
5213,245991000,Trawlers,18.0,34.0,221.0,TBB,NO
5214,245553000,Set_gillnets|Trawlers,20.95,122.0,221.0,GNS,TBB
5215,245228000,Trawlers,21.7,75.0,221.0,TBB,OTT
5216,224205420,Trawlers,26.5,182.85,309.05,OTB,NO
5217,232006270,Set_gillnets,35.4,322.0,597.0,GNS,NO
