mmsi,itu_fishing,itu_label,itu_sublabel,itu_tonnage
227733270,Fishing vessel,Fishing vessel,,11.0
227737780,Fishing vessel,Fishing vessel,,1.0
227746580,Fishing vessel,Fishing vessel,,2.0
227747910,Fishing vessel,Trawlers,Trawlers,3.0
227748550,Fishing vessel,Fishing vessel,,15.0
227751440,Fishing vessel,Fishing vessel,,7.0
227757910,Fishing vessel,Fishing vessel,,0.0
227758240,Fishing vessel,Fishing vessel,,2.0
227762340,Fishing vessel,Fishing vessel,,3.0
227766710,Fishing vessel,Fishing vessel,,25.0
227768230,Fishing vessel,Trawlers,Trawlers,5.0
227789910,Fishing vessel,Fishing vessel,,7.0
227790150,Fishing vessel,Trawlers,Trawlers,6.0
227794310,Fishing vessel,Fishing vessel,,3.0
227794870,Fishing vessel,Fishing vessel,,
228039800,Fishing vessel,Fishing vessel,,202.0
228058900,Fishing vessel,Fishing vessel,,154.0
228066700,Fishing vessel,Fishing vessel,,
228070800,Fishing vessel,Trawlers,Trawlers,210.0
228119000,Fishing vessel,Fishing vessel,,138.0
228126000,Fishing vessel,Fishing vessel,,44.0
228129900,Fishing vessel,Trawlers,Trawlers,30.0
228130000,Fishing vessel,Fishing vessel,,335.0
228131000,Fishing vessel,Fishing vessel,,118.0
228141000,Fishing vessel,Fishing vessel,,30.0
228141800,Fishing vessel,Fishing vessel,,202.0
228143900,Fishing vessel,Fishing vessel,,19.0
228144700,Fishing vessel,Fishing vessel,,42.0
228149700,Fishing vessel,Fishing vessel,,147.0
228156900,Fishing vessel,Fishing vessel,,36.0
228165600,Fishing vessel,Fishing vessel,,551.0
228165700,Fishing vessel,Fishing vessel,,176.0
228167900,Fishing vessel,Fishing vessel,,29.0
228168000,Fishing vessel,Fishing vessel,,1280.0
228168800,Fishing vessel,Fishing vessel,,29.0
228173000,Fishing vessel,Fishing vessel,,28.0
228173800,Fishing vessel,Fishing vessel,,133.0
228189000,Fishing vessel,Trawlers,Trawlers,97.0
228189900,Fishing vessel,Fishing vessel,,374.0
228190900,Fishing vessel,Fishing vessel,,835.0
228200000,Fishing vessel,Fishing vessel,,9.0
228204000,Fishing vessel,Fishing vessel,,45.0
228205800,Fishing vessel,Fishing vessel,,999.0
228206600,Fishing vessel,Fishing vessel,,900.0
228211700,Fishing vessel,Fishing vessel,,181.0
228213000,Fishing vessel,Fishing vessel,,110.0
228216000,Fishing vessel,Fishing vessel,,110.0
228218600,Fishing vessel,Fishing vessel,,39.0
228218800,Fishing vessel,Fishing vessel,,74.0
228219900,Fishing vessel,Fishing vessel,,21.0
228221000,Fishing vessel,Trawlers,Trawlers,171.0
228221900,Fishing vessel,Trawlers,Trawlers,68.0
228223000,Fishing vessel,Fishing vessel,,107.0
228228700,Fishing vessel,Fishing vessel,,53.0
228229000,Fishing vessel,Fishing vessel,,71.0
228231700,Fishing vessel,Fishing vessel,,2319.0
228236800,Fishing vessel,Fishing vessel,,100.0
228238900,Fishing vessel,Trawlers,Trawlers,101.0
228239600,Fishing vessel,Fishing vessel,,38.0
228247000,Fishing vessel,Fishing vessel,,48.0
228260900,Fishing vessel,Fishing vessel,,76.0
228264000,Fishing vessel,Trawlers,Trawlers,42.0
228264600,Fishing vessel,Trawlers,Trawlers,128.0
228273800,Fishing vessel,Fishing vessel,,12.0
228282000,Fishing vessel,Fishing vessel,,29.0
228293900,Fishing vessel,Fishing vessel,,294.0
228299000,Fishing vessel,Fishing vessel,,29.0
228301000,Fishing vessel,Fishing vessel,,19.0
228301600,Fishing vessel,Trawlers,Trawlers,326.0
228312000,Fishing vessel,Fishing vessel,,30.0
228315000,Fishing vessel,Fishing vessel,,94.0
228324000,Fishing vessel,Fishing vessel,,185.0
228332000,Fishing vessel,Fishing vessel,,42.0
228337000,Fishing vessel,Fishing vessel,,46.0
228339000,Fishing vessel,Fishing vessel,,84.0
228348000,Fishing vessel,Fishing vessel,,28.0
228349700,Fishing vessel,Fishing vessel,,71.0
228364000,Fishing vessel,Fishing vessel,,58.0
228369000,Fishing vessel,Trawlers,Trawlers,66.0
228396000,Fishing vessel,Fishing vessel,,33.0
228399000,Fishing vessel,Fishing vessel,,52.0
229496000,Fishing vessel,Fishing vessel,,125.0
230035000,Fishing vessel,Fishing vessel,,
230983010,Fishing vessel,Fishing vessel,,
230987510,Fishing vessel,Fishing vessel,,
230998970,Fishing vessel,Fishing vessel,,
231045000,Fishing vessel,Fishing vessel,,2578.0
231068000,Fishing vessel,Fishing vessel,,596.0
231073000,Fishing vessel,Fishing vessel,,846.0
231090000,Fishing vessel,Fishing vessel,,724.0
231108236,Fishing vessel,Fishing vessel,,
231108237,Fishing vessel,Fishing vessel,,
231112000,Fishing vessel,Fishing vessel,,699.0
231125000,Fishing vessel,Fishing vessel,,1266.0
231149000,Fishing vessel,Fishing vessel,,
231157000,Fishing vessel,Fishing vessel,,
231187000,Fishing vessel,Fishing vessel,,
231188000,Fishing vessel,Fishing vessel,,
231214000,Fishing vessel,Fishing vessel,,502.0
231215000,Fishing vessel,Fishing vessel,,475.0
231223000,Fishing vessel,Fishing vessel,,
231254000,Fishing vessel,Fishing vessel,,1050.0
231265000,Fishing vessel,Fishing vessel,,
231266000,Fishing vessel,Fishing vessel,,115.0
231289000,Fishing vessel,Fishing vessel,,140.0
231321000,Fishing vessel,Fishing vessel,,364.0
231338000,Fishing vessel,Fishing vessel,,
231375000,Fishing vessel,Fishing vessel,,
231428000,Fishing vessel,Fishing vessel,,
231440000,Fishing vessel,Fishing vessel,,
231622000,Fishing vessel,Fishing vessel,,
231737000,Fishing vessel,Fishing vessel,,
232004576,Fishing vessel,Trawlers,Trawlers,24.78
232007630,Fishing vessel,Trawlers,Trawlers,171.0
232007960,Fishing vessel,Trawlers,Trawlers,170.0
232017000,Fishing vessel,Trawlers,Trawlers,155.0
233397000,Fishing vessel,Fishing vessel,,257.0
233975000,Fishing vessel,Fishing vessel,,399.0
234091000,Fishing vessel,Trawlers,Trawlers,136.0
235000891,Fishing vessel,Trawlers,Trawlers,46.0
235000951,Fishing vessel,Trawlers,Trawlers,51.0
235001029,Fishing vessel,Trawlers,Trawlers,93.0
235001162,Fishing vessel,Fishing vessel,,31.0
235001239,Fishing vessel,Trawlers,Trawlers,1059.0
235001270,Fishing vessel,Fishing vessel,,26.8
235001823,Fishing vessel,Trawlers,Trawlers,13.0
235002319,Fishing vessel,Fishing vessel,,12.93
235002939,Fishing vessel,Fishing vessel,,5.21
235003026,Fishing vessel,Fixed gear,Pots and traps,14.0
235003829,Fishing vessel,Fishing vessel,,54.0
235003957,Fishing vessel,Fishing vessel,,16.2
235004256,Fishing vessel,Trawlers,Trawlers,47.0
235004740,Fishing vessel,Trawlers,Trawlers,70.0
235005050,Fishing vessel,Fishing vessel,,74.0
235005282,Fishing vessel,Trawlers,Trawlers,35.0
235006523,Fishing vessel,Trawlers,Trawlers,44.0
235006582,Fishing vessel,Fishing vessel,,131.0
235008200,Fishing vessel,Trawlers,Trawlers,163.0
235008567,Fishing vessel,Fishing vessel,,6.4
235010785,Fishing vessel,Trawlers,Trawlers,4.98
235010940,Fishing vessel,Fishing vessel,,90.0
235011417,Fishing vessel,Fishing vessel,,3.0
235012744,Fishing vessel,Fishing vessel,,3.0
235014763,Fishing vessel,Fishing vessel,,37.17
235014834,Fishing vessel,Fishing vessel,,18.0
235016171,Fishing vessel,Fishing vessel,,32.025
235016877,Fishing vessel,Fishing vessel,,10.0
235018188,Fishing vessel,Fishing vessel,,2.52
235021469,Fishing vessel,Fishing vessel,,37.0
235021533,Fishing vessel,Fishing vessel,,89.0
235022103,Fishing vessel,Trawlers,Trawlers,7.0
235022849,Fishing vessel,Fishing vessel,,9.19
235023175,Fishing vessel,Fishing vessel,,5.75
235023512,Fishing vessel,Fixed gear,Pots and traps,2.39
235023784,Fishing vessel,Trawlers,Trawlers,46.0
235023984,Fishing vessel,Trawlers,Trawlers,24.19
235027086,Fishing vessel,Fishing vessel,,17.55
235027948,Fishing vessel,Fishing vessel,,201.0
235028925,Fishing vessel,Fishing vessel,,3.84
235029063,Fishing vessel,Trawlers,Trawlers,16.21
235030182,Fishing vessel,Fishing vessel,,0.68
235033769,Fishing vessel,Fishing vessel,,10.0
235033809,Fishing vessel,Fishing vessel,,8.96
235033876,Fishing vessel,Trawlers,Trawlers,45.0
235034565,Fishing vessel,Fixed gear,Pots and traps,4.21
235034691,Fishing vessel,Fishing vessel,,4.0
235035472,Fishing vessel,Fishing vessel,,40.0
235035883,Fishing vessel,Trawlers,Trawlers,36.61
235036927,Fishing vessel,Fishing vessel,,9.0
235037036,Fishing vessel,Fishing vessel,,9.0
235037753,Fishing vessel,Fishing vessel,,3.29
235039383,Fishing vessel,Fishing vessel,,16.24
235040121,Fishing vessel,Fishing vessel,,119.0
235051239,Fishing vessel,Fishing vessel,,10.82
235054892,Fishing vessel,Fishing vessel,,12.48
235057823,Fishing vessel,Fishing vessel,,14.0
235059042,Fishing vessel,Trawlers,Trawlers,14.0
235059774,Fishing vessel,Fishing vessel,,4.35
235060644,Fishing vessel,Fishing vessel,,4.47
235060889,Fishing vessel,Fishing vessel,,7.6
235060913,Fishing vessel,Trawlers,Trawlers,29.87
235061961,Fishing vessel,Trawlers,Trawlers,30.3
235063136,Fishing vessel,Fishing vessel,,1.0
235065336,Fishing vessel,Fishing vessel,,5.0
235065851,Fishing vessel,Fishing vessel,,2.5
235066893,Fishing vessel,Fixed gear,Pots and traps,5.46
235068428,Fishing vessel,Fishing vessel,,0.76
235068613,Fishing vessel,Fishing vessel,,7.0
235069262,Fishing vessel,Fishing vessel,,11.03
235069647,Fishing vessel,Fishing vessel,,8.17
235070113,Fishing vessel,Fishing vessel,,5.0
235070196,Fishing vessel,Fishing vessel,,0.73
235070239,Fishing vessel,Fishing vessel,,3.3
235070381,Fishing vessel,Fishing vessel,,8.76
235070512,Fishing vessel,Fishing vessel,,3.13
235071516,Fishing vessel,Fishing vessel,,7.16
235071626,Fishing vessel,Fixed gear,Pots and traps,8.46
235072209,Fishing vessel,Fishing vessel,,15.17
235072509,Fishing vessel,Fishing vessel,,6.41
235072882,Fishing vessel,Fishing vessel,,38.01
235073534,Fishing vessel,Fishing vessel,,37.0
235075844,Fishing vessel,Trawlers,Trawlers,44.0
235075849,Fishing vessel,Fixed gear,Pots and traps,3.19
235076569,Fishing vessel,Trawlers,Trawlers,5.0
235076875,Fishing vessel,Trawlers,Trawlers,10.66
235076909,Fishing vessel,Fishing vessel,,6.0
235077976,Fishing vessel,Fishing vessel,,13.4
235082679,Fishing vessel,Fishing vessel,,2.0
235082681,Fishing vessel,Fishing vessel,,2.0
235082795,Fishing vessel,Fishing vessel,,1.09
235082817,Fishing vessel,Fishing vessel,,4.04
235082849,Fishing vessel,Fishing vessel,,71.0
235082871,Fishing vessel,Fishing vessel,,4.85
235082951,Fishing vessel,Fixed gear,Pots and traps,5.3
235082959,Fishing vessel,Fishing vessel,,22.42
235083318,Fishing vessel,Fishing vessel,,5.72
235083354,Fishing vessel,Fishing vessel,,9.0
235083361,Fishing vessel,Fishing vessel,,2.59
235083401,Fishing vessel,Trawlers,Trawlers,11.0
235083439,Fishing vessel,Trawlers,Trawlers,14.58
235083602,Fishing vessel,Fishing vessel,,1.43
235083723,Fishing vessel,Fishing vessel,,5.64
235083757,Fishing vessel,Fishing vessel,,1.75
235083771,Fishing vessel,Fishing vessel,,7.0
235084006,Fishing vessel,Fishing vessel,,3.05
235084486,Fishing vessel,Fishing vessel,,13.48
235084534,Fishing vessel,Fishing vessel,,1.5
235085929,Fishing vessel,Fishing vessel,,9.78
235085937,Fishing vessel,Fishing vessel,,5.07
235085995,Fishing vessel,Fishing vessel,,6.8
235086031,Fishing vessel,Fixed gear,Pots and traps,7.5
235086153,Fishing vessel,Fishing vessel,,2.36
235086246,Fishing vessel,Fishing vessel,,1.68
235086314,Fishing vessel,Fishing vessel,,1.68
235086973,Fishing vessel,Fishing vessel,,2.0
235087354,Fishing vessel,Trawlers,Trawlers,95.0
235087635,Fishing vessel,Fishing vessel,,22.71
235087984,Fishing vessel,Fishing vessel,,2.3
235088467,Fishing vessel,Trawlers,Trawlers,20.69
235089408,Fishing vessel,Fishing vessel,,3.8
235089496,Fishing vessel,Trawlers,Trawlers,28.0
235090978,Fishing vessel,Fixed gear,Pots and traps,3.8
235091257,Fishing vessel,Fishing vessel,,1.66
235091818,Fishing vessel,Fishing vessel,,3.0
235092081,Fishing vessel,Fixed gear,Pots and traps,1.44
235092479,Fishing vessel,Fishing vessel,,2.75
235092672,Fishing vessel,Fishing vessel,,8.0
235093015,Fishing vessel,Trawlers,Trawlers,106.0
235093127,Fishing vessel,Fishing vessel,,2.0
235093636,Fishing vessel,Fishing vessel,,2.5
235094088,Fishing vessel,Fishing vessel,,3.0
235094235,Fishing vessel,Fishing vessel,,1.32
235094345,Fishing vessel,Fishing vessel,,6.2
235094412,Fishing vessel,Fishing vessel,,5.1
235094921,Fishing vessel,Fishing vessel,,3.69
235095314,Fishing vessel,Fishing vessel,,2.64
235095371,Fishing vessel,Fishing vessel,,1.6
235095618,Fishing vessel,Fishing vessel,,4.1
235097375,Fishing vessel,Fixed gear,Pots and traps,1.55
235097481,Fishing vessel,Fishing vessel,,0.9
235098106,Fishing vessel,Fishing vessel,,2.0
235098355,Fishing vessel,Fishing vessel,,2.55
235098688,Fishing vessel,Fishing vessel,,4.39
235098693,Fishing vessel,Fishing vessel,,1.44
235098936,Fishing vessel,Trawlers,Trawlers,12.0
235099251,Fishing vessel,Fishing vessel,,0.93
235099428,Fishing vessel,Fishing vessel,,2.94
235099788,Fishing vessel,Fishing vessel,,1.56
235100124,Fishing vessel,Fishing vessel,,3.0
235100159,Fishing vessel,Fishing vessel,,20.0
235100265,Fishing vessel,Fishing vessel,,1.0
235100286,Fishing vessel,Fishing vessel,,11.0
235100483,Fishing vessel,Fishing vessel,,9.0
235102422,Fishing vessel,Fishing vessel,,0.5
235102642,Fishing vessel,Fishing vessel,,2.04
235102832,Fishing vessel,Fishing vessel,,2.02
235103000,Fishing vessel,Trawlers,Trawlers,69.79
235103197,Fishing vessel,Trawlers,Trawlers,4300.0
235103246,Fishing vessel,Fishing vessel,,2.0
235103445,Fishing vessel,Fishing vessel,,1.24
235103543,Fishing vessel,Fishing vessel,,5.0
235103608,Fishing vessel,Trawlers,Trawlers,8.18
235103716,Fishing vessel,Fishing vessel,,2.76
235103997,Fishing vessel,Fishing vessel,,15.15
235104322,Fishing vessel,Fishing vessel,,4.2
235104664,Fishing vessel,Fishing vessel,,2.0
235105004,Fishing vessel,Trawlers,Trawlers,7.96
235105729,Fishing vessel,Fishing vessel,,1.09
235105844,Fishing vessel,Trawlers,Trawlers,24.0
235106042,Fishing vessel,Fishing vessel,,0.5
235106871,Fishing vessel,Fishing vessel,,32.12
235107428,Fishing vessel,Fishing vessel,,5.08
235107684,Fishing vessel,Fishing vessel,,1.28
235107867,Fishing vessel,Fishing vessel,,1.61
235108477,Fishing vessel,Fishing vessel,,1.18
235108489,Fishing vessel,Trawlers,Trawlers,18.0
235108563,Fishing vessel,Trawlers,Trawlers,9.0
235108715,Fishing vessel,Fixed gear,Pots and traps,3.5
235108729,Fishing vessel,Fishing vessel,,2.0
235108736,Fishing vessel,Fishing vessel,,3.42
235108737,Fishing vessel,Fixed gear,Pots and traps,3.91
235108769,Fishing vessel,Fixed gear,Pots and traps,18.5
235108775,Fishing vessel,Fixed gear,Pots and traps,5.72
235108788,Fishing vessel,Fishing vessel,,10.3
235108789,Fishing vessel,Fixed gear,Pots and traps,1.0
235108792,Fishing vessel,Fishing vessel,,1.81
235108796,Fishing vessel,Trawlers,Trawlers,8.0
235108801,Fishing vessel,Fishing vessel,,5.5
235108811,Fishing vessel,Fishing vessel,,4.97
235108815,Fishing vessel,Fishing vessel,,1.69
235108817,Fishing vessel,Fishing vessel,,4.0
235108832,Fishing vessel,Fishing vessel,,5.53
235108836,Fishing vessel,Fishing vessel,,6.93
235108839,Fishing vessel,Fishing vessel,,7.98
235108855,Fishing vessel,Fishing vessel,,5.06
235108859,Fishing vessel,Fishing vessel,,2.0
235108862,Fishing vessel,Trawlers,Trawlers,11.3
235108863,Fishing vessel,Fixed gear,Pots and traps,610.0
235108864,Fishing vessel,Fishing vessel,,1.4
235108881,Fishing vessel,Fixed gear,Pots and traps,3.5
235108883,Fishing vessel,Fishing vessel,,3.32
235108904,Fishing vessel,Fishing vessel,,2.8
235108918,Fishing vessel,Fishing vessel,,3.48
235108931,Fishing vessel,Fishing vessel,,1.5
235108942,Fishing vessel,Fixed gear,Pots and traps,1.92
235108943,Fishing vessel,Fishing vessel,,1.51
235108946,Fishing vessel,Fixed gear,Pots and traps,15.66
235108948,Fishing vessel,Fishing vessel,,2.19
235108956,Fishing vessel,Fishing vessel,,1.58
235108964,Fishing vessel,Trawlers,Trawlers,11.0
235108978,Fishing vessel,Fishing vessel,,1.73
235109003,Fishing vessel,Fishing vessel,,1.8
235109013,Fishing vessel,Fishing vessel,,5.94
235109035,Fishing vessel,Fishing vessel,,2.0
235109036,Fishing vessel,Fishing vessel,,1.78
235109037,Fishing vessel,Fishing vessel,,1.8
235109038,Fishing vessel,Fishing vessel,,1.25
235109041,Fishing vessel,Fishing vessel,,1.25
235109042,Fishing vessel,Fishing vessel,,4.5
235109044,Fishing vessel,Fishing vessel,,2.5
235109061,Fishing vessel,Fishing vessel,,6.8
235109065,Fishing vessel,Fishing vessel,,2.9
235109067,Fishing vessel,Fishing vessel,,1.12
235109074,Fishing vessel,Fishing vessel,,5.66
235109084,Fishing vessel,Fishing vessel,,4.3
235109091,Fishing vessel,Fishing vessel,,6.5
235109093,Fishing vessel,Trawlers,Trawlers,8.6
235109099,Fishing vessel,Fishing vessel,,1.96
235109109,Fishing vessel,Trawlers,Trawlers,11.0
235109128,Fishing vessel,Fishing vessel,,1.79
235109149,Fishing vessel,Fishing vessel,,4.0
235109153,Fishing vessel,Fishing vessel,,1.7
235109174,Fishing vessel,Fishing vessel,,4.0
235109201,Fishing vessel,Fixed gear,Pots and traps,7.5
235109209,Fishing vessel,Fixed gear,Pots and traps,11.0
235109229,Fishing vessel,Fishing vessel,,5.84
235109232,Fishing vessel,Trawlers,Trawlers,3.99
235109244,Fishing vessel,Fishing vessel,,3.0
235109246,Fishing vessel,Fixed gear,Pots and traps,1.52
235109271,Fishing vessel,Fishing vessel,,0.5
235109273,Fishing vessel,Fixed gear,Pots and traps,2.87
235109276,Fishing vessel,Fishing vessel,,1.74
235109279,Fishing vessel,Fishing vessel,,4.58
235109291,Fishing vessel,Fishing vessel,,8.0
235109323,Fishing vessel,Trawlers,Trawlers,13.0
235109324,Fishing vessel,Fishing vessel,,1.74
235109328,Fishing vessel,Fishing vessel,,7.16
235109332,Fishing vessel,Fishing vessel,,2.87
235109342,Fishing vessel,Fishing vessel,,4.62
235109404,Fishing vessel,Fishing vessel,,1.5
235109405,Fishing vessel,Fishing vessel,,1.5
235109408,Fishing vessel,Fishing vessel,,1.45
235109416,Fishing vessel,Fishing vessel,,15.09
235109428,Fishing vessel,Fishing vessel,,1.0
235109432,Fishing vessel,Fishing vessel,,10.0
235109433,Fishing vessel,Fixed gear,Pots and traps,1.88
235109446,Fishing vessel,Fishing vessel,,1.8
235109468,Fishing vessel,Fishing vessel,,3.9
235109469,Fishing vessel,Fishing vessel,,6.2
235109484,Fishing vessel,Fishing vessel,,4.3
235109488,Fishing vessel,Fixed gear,Pots and traps,3.54
235109494,Fishing vessel,Fishing vessel,,7.67
235109498,Fishing vessel,Fishing vessel,,3.56
235109503,Fishing vessel,Fishing vessel,,5.5
235109507,Fishing vessel,Fishing vessel,,1.0
235109537,Fishing vessel,Fishing vessel,,10.0
235109547,Fishing vessel,Fishing vessel,,6.0
235109549,Fishing vessel,Fishing vessel,,3.0
235109571,Fishing vessel,Fixed gear,Pots and traps,5.85
235109582,Fishing vessel,Trawlers,Trawlers,3.21
235109583,Fishing vessel,Fishing vessel,,1.5
235109591,Fishing vessel,Fishing vessel,,7.62
235109596,Fishing vessel,Fishing vessel,,2.1
235109602,Fishing vessel,Fishing vessel,,5.0
235109606,Fishing vessel,Fishing vessel,,2.0
235109636,Fishing vessel,Fishing vessel,,7.0
235109639,Fishing vessel,Fishing vessel,,3.6
235109653,Fishing vessel,Fishing vessel,,2.0
235109669,Fishing vessel,Fishing vessel,,5.0
235109713,Fishing vessel,Trawlers,Trawlers,14.0
235109715,Fishing vessel,Fishing vessel,,1.05
235109716,Fishing vessel,Fishing vessel,,2.8
235109741,Fishing vessel,Trawlers,Trawlers,23.0
235109743,Fishing vessel,Fishing vessel,,4.0
235109746,Fishing vessel,Fishing vessel,,0.67
235109778,Fishing vessel,Fishing vessel,,6.0
235109779,Fishing vessel,Fishing vessel,,4.3
235109794,Fishing vessel,Fishing vessel,,1.5
235109804,Fishing vessel,Fishing vessel,,6.0
235109812,Fishing vessel,Fishing vessel,,3.3
235109838,Fishing vessel,Fishing vessel,,1.16
235109839,Fishing vessel,Fishing vessel,,1.57
235109841,Fishing vessel,Fishing vessel,,16.87
235109847,Fishing vessel,Fixed gear,Pots and traps,13.5
