mmsi,geartype,secondary geartype,length,tonnage,country
412435079,Fishing vessel,Fishing vessel,,,CHN
412435082,Fishing vessel,Fishing vessel,,,CHN
412435083,Fishing vessel,Fishing vessel,,,CHN
412435084,Fishing vessel,Fishing vessel,,,CHN
412435092,Fishing vessel,Fishing vessel,,,CHN
412435093,Fishing vessel,Fishing vessel,,,CHN
412435097,Fishing vessel,Fishing vessel,,,CHN
412435098,Fishing vessel,Fishing vessel,,,CHN
412435107,Fishing vessel,Fishing vessel,,,CHN
412435108,Fishing vessel,Fishing vessel,,,CHN
412435116,Fishing vessel,Fishing vessel,,,CHN
412435121,Fishing vessel,Fishing vessel,,,CHN
412435125,Fishing vessel,Fishing vessel,,,CHN
412435126,Fishing vessel,Fishing vessel,,,CHN
412435132,Fishing vessel,Fishing vessel,,,CHN
412435138,Fishing vessel,Fishing vessel,,,CHN
412435141,Fishing vessel,Fishing vessel,,,CHN
412435145,Fishing vessel,Fishing vessel,,,CHN
412435146,Fishing vessel,Fishing vessel,,,CHN
412435147,Fishing vessel,Fishing vessel,,,CHN
412435148,Fishing vessel,Fishing vessel,,,CHN
412435151,Fishing vessel,Fishing vessel,,,CHN
412435152,Fishing vessel,Fishing vessel,,,CHN
412435154,Fishing vessel,Fishing vessel,,,CHN
412435155,Fishing vessel,Fishing vessel,,,CHN
412435161,Fishing vessel,Fishing vessel,,,CHN
412435162,Fishing vessel,Fishing vessel,,,CHN
412435165,Fishing vessel,Fishing vessel,,,CHN
412435167,Fishing vessel,Fishing vessel,,,CHN
412435168,Fishing vessel,Fishing vessel,,,CHN
412435171,Fishing vessel,Fishing vessel,,,CHN
412435175,Fishing vessel,Fishing vessel,,,CHN
412435176,Fishing vessel,Fishing vessel,,,CHN
412435182,Fishing vessel,Fishing vessel,,,CHN
412435183,Fishing vessel,Fishing vessel,,,CHN
412435184,Fishing vessel,Fishing vessel,,,CHN
412435186,Fishing vessel,Fishing vessel,,,CHN
412435187,Fishing vessel,Fishing vessel,,,CHN
412435195,Fishing vessel,Fishing vessel,,,CHN
412435199,Fishing vessel,Fishing vessel,,,CHN
412435214,Fishing vessel,Fishing vessel,,,CHN
412435216,Fishing vessel,Fishing vessel,,,CHN
412435219,Fishing vessel,Fishing vessel,,,CHN
412435226,Fishing vessel,Fishing vessel,,,CHN
412435229,Fishing vessel,Fishing vessel,,,CHN
412435231,Fishing vessel,Fishing vessel,,,CHN
412435233,Fishing vessel,Fishing vessel,,,CHN
412435234,Fishing vessel,Fishing vessel,,,CHN
412435236,Fishing vessel,Fishing vessel,,,CHN
412435239,Fishing vessel,Fishing vessel,,,CHN
412435247,Fishing vessel,Fishing vessel,,,CHN
412435251,Fishing vessel,Fishing vessel,,,CHN
412435253,Fishing vessel,Fishing vessel,,,CHN
412435254,Fishing vessel,Fishing vessel,,,CHN
412435266,Fishing vessel,Fishing vessel,,,CHN
412435276,Fishing vessel,Fishing vessel,,,CHN
412435279,Fishing vessel,Fishing vessel,,,CHN
412435282,Fishing vessel,Fishing vessel,,,CHN
412435285,Fishing vessel,Fishing vessel,,,CHN
412435286,Fishing vessel,Fishing vessel,,,CHN
412435289,Fishing vessel,Fishing vessel,,,CHN
412435307,Fishing vessel,Fishing vessel,,,CHN
412435309,Fishing vessel,Fishing vessel,,,CHN
412435312,Fishing vessel,Fishing vessel,,,CHN
412435319,Fishing vessel,Fishing vessel,,,CHN
412435325,Fishing vessel,Fishing vessel,,,CHN
412435332,Fishing vessel,Fishing vessel,,,CHN
412435336,Fishing vessel,Fishing vessel,,,CHN
412435338,Fishing vessel,Fishing vessel,,,CHN
412435344,Fishing vessel,Fishing vessel,,,CHN
412435345,Fishing vessel,Fishing vessel,,,CHN
412435348,Fishing vessel,Fishing vessel,,,CHN
412435352,Fishing vessel,Fishing vessel,,,CHN
412435354,Fishing vessel,Fishing vessel,,,CHN
412435355,Fishing vessel,Fishing vessel,,,CHN
412435361,Fishing vessel,Fishing vessel,,,CHN
412435362,Fishing vessel,Fishing vessel,,,CHN
412435364,Fishing vessel,Fishing vessel,,,CHN
412435369,Fishing vessel,Fishing vessel,,,CHN
412435372,Fishing vessel,Fishing vessel,,,CHN
412435373,Fishing vessel,Fishing vessel,,,CHN
412435379,Fishing vessel,Fishing vessel,,,CHN
412435386,Fishing vessel,Fishing vessel,,,CHN
412435387,Fishing vessel,Fishing vessel,,,CHN
412435388,Fishing vessel,Fishing vessel,,,CHN
412435392,Fishing vessel,Fishing vessel,,,CHN
412435398,Fishing vessel,Fishing vessel,,,CHN
412435408,Fishing vessel,Fishing vessel,,,CHN
412435421,Fishing vessel,Fishing vessel,,,CHN
412435423,Fishing vessel,Fishing vessel,,,CHN
412435425,Fishing vessel,Fishing vessel,,,CHN
412435426,Fishing vessel,Fishing vessel,,,CHN
412435439,Fishing vessel,Fishing vessel,,,CHN
412435446,Fishing vessel,Fishing vessel,,,CHN
412435452,Fishing vessel,Fishing vessel,,,CHN
412435454,Fishing vessel,Fishing vessel,,,CHN
412435455,Fishing vessel,Fishing vessel,,,CHN
412435459,Fishing vessel,Fishing vessel,,,CHN
412435461,Fishing vessel,Fishing vessel,,,CHN
412435472,Fishing vessel,Fishing vessel,,,CHN
412435473,Fishing vessel,Fishing vessel,,,CHN
412435475,Fishing vessel,Fishing vessel,,,CHN
412435476,Fishing vessel,Fishing vessel,,,CHN
412435486,Fishing vessel,Fishing vessel,,,CHN
412435491,Fishing vessel,Fishing vessel,,,CHN
412435492,Fishing vessel,Fishing vessel,,,CHN
412435493,Fishing vessel,Fishing vessel,,,CHN
412435494,Fishing vessel,Fishing vessel,,,CHN
412435495,Fishing vessel,Fishing vessel,,,CHN
412435512,Fishing vessel,Fishing vessel,,,CHN
412435513,Fishing vessel,Fishing vessel,,,CHN
412435516,Fishing vessel,Fishing vessel,,,CHN
412435517,Fishing vessel,Fishing vessel,,,CHN
412435525,Fishing vessel,Fishing vessel,,,CHN
412435529,Fishing vessel,Fishing vessel,,,CHN
412435531,Fishing vessel,Fishing vessel,,,CHN
412435535,Fishing vessel,Fishing vessel,,,CHN
412435536,Fishing vessel,Fishing vessel,,,CHN
412435538,Fishing vessel,Fishing vessel,,,CHN
412435541,Fishing vessel,Fishing vessel,,,CHN
412435545,Fishing vessel,Fishing vessel,,,CHN
412435547,Fishing vessel,Fishing vessel,,,CHN
412435549,Fishing vessel,Fishing vessel,,,CHN
412435555,Fishing vessel,Fishing vessel,,,CHN
412435556,Fishing vessel,Fishing vessel,,,CHN
412435561,Fishing vessel,Fishing vessel,,,CHN
412435566,Fishing vessel,Fishing vessel,,,CHN
412435569,Fishing vessel,Fishing vessel,,,CHN
412435584,Fishing vessel,Fishing vessel,,,CHN
412435586,Fishing vessel,Fishing vessel,,,CHN
412435587,Fishing vessel,Fishing vessel,,,CHN
412435592,Fishing vessel,Fishing vessel,,,CHN
412435594,Fishing vessel,Fishing vessel,,,CHN
412435596,Fishing vessel,Fishing vessel,,,CHN
412435597,Fishing vessel,Fishing vessel,,,CHN
412435601,Fishing vessel,Fishing vessel,,,CHN
412435604,Fishing vessel,Fishing vessel,,,CHN
412435605,Fishing vessel,Fishing vessel,,,CHN
412435611,Fishing vessel,Fishing vessel,,,CHN
412435616,Fishing vessel,Fishing vessel,,,CHN
412435617,Fishing vessel,Fishing vessel,,,CHN
412435618,Fishing vessel,Fishing vessel,,,CHN
412435619,Fishing vessel,Fishing vessel,,,CHN
412435622,Fishing vessel,Fishing vessel,,,CHN
412435642,Fishing vessel,Fishing vessel,,,CHN
412435644,Fishing vessel,Fishing vessel,,,CHN
412435654,Fishing vessel,Fishing vessel,,,CHN
412435658,Fishing vessel,Fishing vessel,,,CHN
412435665,Fishing vessel,Fishing vessel,,,CHN
412435674,Fishing vessel,Fishing vessel,,,CHN
412435677,Fishing vessel,Fishing vessel,,,CHN
412435678,Fishing vessel,Fishing vessel,,,CHN
412435688,Fishing vessel,Fishing vessel,,,CHN
412435689,Fishing vessel,Fishing vessel,,,CHN
412435694,Fishing vessel,Fishing vessel,,,CHN
412435695,Fishing vessel,Fishing vessel,,,CHN
412435701,Fishing vessel,Fishing vessel,,,CHN
412435707,Fishing vessel,Fishing vessel,,,CHN
412435709,Fishing vessel,Fishing vessel,,,CHN
412435710,Fishing vessel,Fishing vessel,,,CHN
412435711,Fishing vessel,Fishing vessel,,,CHN
412435712,Fishing vessel,Fishing vessel,,,CHN
412435713,Fishing vessel,Fishing vessel,,,CHN
412435716,Fishing vessel,Fishing vessel,,,CHN
412435719,Fishing vessel,Fishing vessel,,,CHN
412435726,Fishing vessel,Fishing vessel,,,CHN
412435733,Fishing vessel,Fishing vessel,,,CHN
412435734,Fishing vessel,Fishing vessel,,,CHN
412435735,Fishing vessel,Fishing vessel,,,CHN
412435737,Fishing vessel,Fishing vessel,,,CHN
412435742,Fishing vessel,Fishing vessel,,,CHN
412435754,Fishing vessel,Fishing vessel,,,CHN
412435757,Fishing vessel,Fishing vessel,,,CHN
412435759,Fishing vessel,Fishing vessel,,,CHN
412435761,Fishing vessel,Fishing vessel,,,CHN
412435763,Fishing vessel,Fishing vessel,,,CHN
412435766,Fishing vessel,Fishing vessel,,,CHN
412435767,Fishing vessel,Fishing vessel,,,CHN
412435768,Fishing vessel,Fishing vessel,,,CHN
412435783,Fishing vessel,Fishing vessel,,,CHN
412435788,Fishing vessel,Fishing vessel,,,CHN
412435795,Fishing vessel,Fishing vessel,,,CHN
412435796,Fishing vessel,Fishing vessel,,,CHN
412435797,Fishing vessel,Fishing vessel,,,CHN
412435798,Fishing vessel,Fishing vessel,,,CHN
412435799,Fishing vessel,Fishing vessel,,,CHN
412435807,Fishing vessel,Fishing vessel,,,CHN
412435809,Fishing vessel,Fishing vessel,,,CHN
412435816,Fishing vessel,Fishing vessel,,,CHN
412435817,Fishing vessel,Fishing vessel,,,CHN
412435818,Fishing vessel,Fishing vessel,,,CHN
412435823,Fishing vessel,Fishing vessel,,,CHN
412435824,Fishing vessel,Fishing vessel,,,CHN
412435825,Fishing vessel,Fishing vessel,,,CHN
412435827,Fishing vessel,Fishing vessel,,,CHN
412435834,Fishing vessel,Fishing vessel,,,CHN
412435847,Fishing vessel,Fishing vessel,,,CHN
412435848,Fishing vessel,Fishing vessel,,,CHN
412435852,Fishing vessel,Fishing vessel,,,CHN
412435855,Fishing vessel,Fishing vessel,,,CHN
412435857,Fishing vessel,Fishing vessel,,,CHN
412435866,Fishing vessel,Fishing vessel,,,CHN
412435872,Fishing vessel,Fishing vessel,,,CHN
412435875,Fishing vessel,Fishing vessel,,,CHN
412435877,Fishing vessel,Fishing vessel,,,CHN
412435881,Fishing vessel,Fishing vessel,,,CHN
412435885,Fishing vessel,Fishing vessel,,,CHN
412435888,Fishing vessel,Fishing vessel,,,CHN
412435894,Fishing vessel,Fishing vessel,,,CHN
412435895,Fishing vessel,Fishing vessel,,,CHN
412435896,Fishing vessel,Fishing vessel,,,CHN
412435899,Fishing vessel,Fishing vessel,,,CHN
412435903,Fishing vessel,Fishing vessel,,,CHN
412435904,Fishing vessel,Fishing vessel,,,CHN
412435906,Fishing vessel,Fishing vessel,,,CHN
412435914,Fishing vessel,Fishing vessel,,,CHN
412435915,Fishing vessel,Fishing vessel,,,CHN
412435916,Fishing vessel,Fishing vessel,,,CHN
412435918,Fishing vessel,Fishing vessel,,,CHN
412435924,Fishing vessel,Fishing vessel,,,CHN
412435926,Fishing vessel,Fishing vessel,,,CHN
412435934,Fishing vessel,Fishing vessel,,,CHN
412435936,Fishing vessel,Fishing vessel,,,CHN
412435938,Fishing vessel,Fishing vessel,,,CHN
412435946,Fishing vessel,Fishing vessel,,,CHN
412435953,Fishing vessel,Fishing vessel,,,CHN
412435955,Fishing vessel,Fishing vessel,,,CHN
412435956,Fishing vessel,Fishing vessel,,,CHN
412435962,Fishing vessel,Fishing vessel,,,CHN
412435963,Fishing vessel,Fishing vessel,,,CHN
412435964,Fishing vessel,Fishing vessel,,,CHN
412435965,Fishing vessel,Fishing vessel,,,CHN
412435966,Fishing vessel,Fishing vessel,,,CHN
412435972,Fishing vessel,Fishing vessel,,,CHN
412435973,Fishing vessel,Fishing vessel,,,CHN
412435974,Fishing vessel,Fishing vessel,,,CHN
412435975,Fishing vessel,Fishing vessel,,,CHN
412435977,Fishing vessel,Fishing vessel,,,CHN
412435978,Fishing vessel,Fishing vessel,,,CHN
412435982,Fishing vessel,Fishing vessel,,,CHN
412435989,Fishing vessel,Fishing vessel,,,CHN
412435996,Fishing vessel,Fishing vessel,,,CHN
412436001,Fishing vessel,Fishing vessel,,,CHN
412436003,Fishing vessel,Fishing vessel,,,CHN
412436004,Fishing vessel,Fishing vessel,,,CHN
412436005,Fishing vessel,Fishing vessel,,,CHN
412436006,Fishing vessel,Fishing vessel,,,CHN
412436013,Fishing vessel,Fishing vessel,,,CHN
412436014,Fishing vessel,Fishing vessel,,,CHN
412436019,Fishing vessel,Fishing vessel,,,CHN
412436026,Fishing vessel,Fishing vessel,,,CHN
412436027,Fishing vessel,Fishing vessel,,,CHN
412436031,Fishing vessel,Fishing vessel,,,CHN
412436034,Fishing vessel,Fishing vessel,,,CHN
412436035,Fishing vessel,Fishing vessel,,,CHN
412436036,Fishing vessel,Fishing vessel,,,CHN
412436038,Fishing vessel,Fishing vessel,,,CHN
412436039,Fishing vessel,Fishing vessel,,,CHN
412436042,Fishing vessel,Fishing vessel,,,CHN
412436052,Fishing vessel,Fishing vessel,,,CHN
412436057,Fishing vessel,Fishing vessel,,,CHN
412436058,Fishing vessel,Fishing vessel,,,CHN
412436064,Fishing vessel,Fishing vessel,,,CHN
412436072,Fishing vessel,Fishing vessel,,,CHN
412436073,Fishing vessel,Fishing vessel,,,CHN
412436075,Fishing vessel,Fishing vessel,,,CHN
412436076,Fishing vessel,Fishing vessel,,,CHN
412436079,Fishing vessel,Fishing vessel,,,CHN
412436084,Fishing vessel,Fishing vessel,,,CHN
412436096,Fishing vessel,Fishing vessel,,,CHN
412436098,Fishing vessel,Fishing vessel,,,CHN
412436102,Fishing vessel,Fishing vessel,,,CHN
412436104,Fishing vessel,Fishing vessel,,,CHN
412436113,Fishing vessel,Fishing vessel,,,CHN
412436115,Fishing vessel,Fishing vessel,,,CHN
412436116,Fishing vessel,Fishing vessel,,,CHN
412436117,Fishing vessel,Fishing vessel,,,CHN
412436119,Fishing vessel,Fishing vessel,,,CHN
412436122,Fishing vessel,Fishing vessel,,,CHN
412436123,Fishing vessel,Fishing vessel,,,CHN
412436124,Fishing vessel,Fishing vessel,,,CHN
412436129,Fishing vessel,Fishing vessel,,,CHN
412436134,Fishing vessel,Fishing vessel,,,CHN
412436136,Fishing vessel,Fishing vessel,,,CHN
412436138,Fishing vessel,Fishing vessel,,,CHN
412436139,Fishing vessel,Fishing vessel,,,CHN
412436141,Fishing vessel,Fishing vessel,,,CHN
412436142,Fishing vessel,Fishing vessel,,,CHN
412436147,Fishing vessel,Fishing vessel,,,CHN
412436149,Fishing vessel,Fishing vessel,,,CHN
412436152,Fishing vessel,Fishing vessel,,,CHN
412436153,Fishing vessel,Fishing vessel,,,CHN
412436154,Fishing vessel,Fishing vessel,,,CHN
412436159,Fishing vessel,Fishing vessel,,,CHN
412436161,Fishing vessel,Fishing vessel,,,CHN
412436162,Fishing vessel,Fishing vessel,,,CHN
412436167,Fishing vessel,Fishing vessel,,,CHN
412436171,Fishing vessel,Fishing vessel,,,CHN
412436172,Fishing vessel,Fishing vessel,,,CHN
412436174,Fishing vessel,Fishing vessel,,,CHN
412436176,Fishing vessel,Fishing vessel,,,CHN
412436184,Fishing vessel,Fishing vessel,,,CHN
412436187,Fishing vessel,Fishing vessel,,,CHN
412436189,Fishing vessel,Fishing vessel,,,CHN
412436192,Fishing vessel,Fishing vessel,,,CHN
412436194,Fishing vessel,Fishing vessel,,,CHN
412436197,Fishing vessel,Fishing vessel,,,CHN
412436199,Fishing vessel,Fishing vessel,,,CHN
412436201,Fishing vessel,Fishing vessel,,,CHN
412436203,Fishing vessel,Fishing vessel,,,CHN
412436205,Fishing vessel,Fishing vessel,,,CHN
412436206,Fishing vessel,Fishing vessel,,,CHN
412436208,Fishing vessel,Fishing vessel,,,CHN
412436209,Fishing vessel,Fishing vessel,,,CHN
412436211,Fishing vessel,Fishing vessel,,,CHN
412436222,Fishing vessel,Fishing vessel,,,CHN
412436229,Fishing vessel,Fishing vessel,,,CHN
412436252,Fishing vessel,Fishing vessel,,,CHN
412436254,Fishing vessel,Fishing vessel,,,CHN
412436256,Fishing vessel,Fishing vessel,,,CHN
412436271,Fishing vessel,Fishing vessel,,,CHN
412436282,Fishing vessel,Fishing vessel,,,CHN
412436288,Fishing vessel,Fishing vessel,,,CHN
412436291,Fishing vessel,Fishing vessel,,,CHN
412436293,Fishing vessel,Fishing vessel,,,CHN
412436302,Fishing vessel,Fishing vessel,,,CHN
412436307,Fishing vessel,Fishing vessel,,,CHN
412436308,Fishing vessel,Fishing vessel,,,CHN
412436322,Fishing vessel,Fishing vessel,,,CHN
412436326,Fishing vessel,Fishing vessel,,,CHN
412436327,Fishing vessel,Fishing vessel,,,CHN
412436332,Fishing vessel,Fishing vessel,,,CHN
412436333,Fishing vessel,Fishing vessel,,,CHN
412436343,Fishing vessel,Fishing vessel,,,CHN
412436345,Fishing vessel,Fishing vessel,,,CHN
412436353,Fishing vessel,Fishing vessel,,,CHN
412436359,Fishing vessel,Fishing vessel,,,CHN
412436363,Fishing vessel,Fishing vessel,,,CHN
412436367,Fishing vessel,Fishing vessel,,,CHN
412436373,Fishing vessel,Fishing vessel,,,CHN
412436376,Fishing vessel,Fishing vessel,,,CHN
412436377,Fishing vessel,Fishing vessel,,,CHN
412436378,Fishing vessel,Fishing vessel,,,CHN
412436382,Fishing vessel,Fishing vessel,,,CHN
412436383,Fishing vessel,Fishing vessel,,,CHN
412436385,Fishing vessel,Fishing vessel,,,CHN
412436388,Fishing vessel,Fishing vessel,,,CHN
412436393,Fishing vessel,Fishing vessel,,,CHN
412436395,Fishing vessel,Fishing vessel,,,CHN
412436397,Fishing vessel,Fishing vessel,,,CHN
412436398,Fishing vessel,Fishing vessel,,,CHN
412436399,Fishing vessel,Fishing vessel,,,CHN
412436402,Fishing vessel,Fishing vessel,,,CHN
412436403,Fishing vessel,Fishing vessel,,,CHN
412436409,Fishing vessel,Fishing vessel,,,CHN
412436411,Fishing vessel,Fishing vessel,,,CHN
412436415,Fishing vessel,Fishing vessel,,,CHN
412436418,Fishing vessel,Fishing vessel,,,CHN
412436423,Fishing vessel,Fishing vessel,,,CHN
412436424,Fishing vessel,Fishing vessel,,,CHN
412436426,Fishing vessel,Fishing vessel,,,CHN
412436432,Fishing vessel,Fishing vessel,,,CHN
412436435,Fishing vessel,Fishing vessel,,,CHN
412436441,Fishing vessel,Fishing vessel,,,CHN
412436442,Fishing vessel,Fishing vessel,,,CHN
412436449,Fishing vessel,Fishing vessel,,,CHN
412436455,Fishing vessel,Fishing vessel,,,CHN
412436461,Fishing vessel,Fishing vessel,,,CHN
412436464,Fishing vessel,Fishing vessel,,,CHN
412436468,Fishing vessel,Fishing vessel,,,CHN
412436472,Fishing vessel,Fishing vessel,,,CHN
412436476,Fishing vessel,Fishing vessel,,,CHN
412436477,Fishing vessel,Fishing vessel,,,CHN
412436478,Fishing vessel,Fishing vessel,,,CHN
412436479,Fishing vessel,Fishing vessel,,,CHN
412436486,Fishing vessel,Fishing vessel,,,CHN
412436493,Fishing vessel,Fishing vessel,,,CHN
412436494,Fishing vessel,Fishing vessel,,,CHN
412436496,Fishing vessel,Fishing vessel,,,CHN
412436502,Fishing vessel,Fishing vessel,,,CHN
412436504,Fishing vessel,Fishing vessel,,,CHN
412436505,Fishing vessel,Fishing vessel,,,CHN
412436509,Fishing vessel,Fishing vessel,,,CHN
412436512,Fishing vessel,Fishing vessel,,,CHN
412436517,Fishing vessel,Fishing vessel,,,CHN
412436521,Fishing vessel,Fishing vessel,,,CHN
412436525,Fishing vessel,Fishing vessel,,,CHN
412436529,Fishing vessel,Fishing vessel,,,CHN
412436532,Fishing vessel,Fishing vessel,,,CHN
412436533,Fishing vessel,Fishing vessel,,,CHN
412436535,Fishing vessel,Fishing vessel,,,CHN
412436536,Fishing vessel,Fishing vessel,,,CHN
412436542,Fishing vessel,Fishing vessel,,,CHN
412436543,Fishing vessel,Fishing vessel,,,CHN
412436548,Fishing vessel,Fishing vessel,,,CHN
412436554,Fishing vessel,Fishing vessel,,,CHN
412436562,Fishing vessel,Fishing vessel,,,CHN
412436563,Fishing vessel,Fishing vessel,,,CHN
412436564,Fishing vessel,Fishing vessel,,,CHN
412436567,Fishing vessel,Fishing vessel,,,CHN
412436568,Fishing vessel,Fishing vessel,,,CHN
412436571,Fishing vessel,Fishing vessel,,,CHN
412436576,Fishing vessel,Fishing vessel,,,CHN
412436582,Fishing vessel,Fishing vessel,,,CHN
412436583,Fishing vessel,Fishing vessel,,,CHN
412436584,Fishing vessel,Fishing vessel,,,CHN
412436587,Fishing vessel,Fishing vessel,,,CHN
412436589,Fishing vessel,Fishing vessel,,,CHN
412436606,Fishing vessel,Fishing vessel,,,CHN
412436608,Fishing vessel,Fishing vessel,,,CHN
412436615,Fishing vessel,Fishing vessel,,,CHN
412436616,Fishing vessel,Fishing vessel,,,CHN
412436622,Fishing vessel,Fishing vessel,,,CHN
412436623,Fishing vessel,Fishing vessel,,,CHN
412436627,Fishing vessel,Fishing vessel,,,CHN
412436631,Fishing vessel,Fishing vessel,,,CHN
412436632,Fishing vessel,Fishing vessel,,,CHN
412436636,Fishing vessel,Fishing vessel,,,CHN
412436638,Fishing vessel,Fishing vessel,,,CHN
412436641,Fishing vessel,Fishing vessel,,,CHN
412436647,Fishing vessel,Fishing vessel,,,CHN
412436667,Fishing vessel,Fishing vessel,,,CHN
412436671,Fishing vessel,Fishing vessel,,,CHN
412436677,Fishing vessel,Fishing vessel,,,CHN
412436679,Fishing vessel,Fishing vessel,,,CHN
412436681,Fishing vessel,Fishing vessel,,,CHN
412436683,Fishing vessel,Fishing vessel,,,CHN
412436691,Fishing vessel,Fishing vessel,,,CHN
412436693,Fishing vessel,Fishing vessel,,,CHN
412436694,Fishing vessel,Fishing vessel,,,CHN
412436698,Fishing vessel,Fishing vessel,,,CHN
412436702,Fishing vessel,Fishing vessel,,,CHN
412436704,Fishing vessel,Fishing vessel,,,CHN
412436705,Fishing vessel,Fishing vessel,,,CHN
412436712,Fishing vessel,Fishing vessel,,,CHN
412436721,Fishing vessel,Fishing vessel,,,CHN
412436722,Fishing vessel,Fishing vessel,,,CHN
412436723,Fishing vessel,Fishing vessel,,,CHN
412436724,Fishing vessel,Fishing vessel,,,CHN
412436735,Fishing vessel,Fishing vessel,,,CHN
412436739,Fishing vessel,Fishing vessel,,,CHN
412436742,Fishing vessel,Fishing vessel,,,CHN
412436746,Fishing vessel,Fishing vessel,,,CHN
412436752,Fishing vessel,Fishing vessel,,,CHN
412436754,Fishing vessel,Fishing vessel,,,CHN
412436755,Fishing vessel,Fishing vessel,,,CHN
412436758,Fishing vessel,Fishing vessel,,,CHN
412436759,Fishing vessel,Fishing vessel,,,CHN
412436765,Fishing vessel,Fishing vessel,,,CHN
412436766,Fishing vessel,Fishing vessel,,,CHN
412436768,Fishing vessel,Fishing vessel,,,CHN
412436776,Fishing vessel,Fishing vessel,,,CHN
412436781,Fishing vessel,Fishing vessel,,,CHN
412436785,Fishing vessel,Fishing vessel,,,CHN
412436787,Fishing vessel,Fishing vessel,,,CHN
412436788,Fishing vessel,Fishing vessel,,,CHN
412436791,Fishing vessel,Fishing vessel,,,CHN
412436794,Fishing vessel,Fishing vessel,,,CHN
412436795,Fishing vessel,Fishing vessel,,,CHN
412436798,Fishing vessel,Fishing vessel,,,CHN
412436799,Fishing vessel,Fishing vessel,,,CHN
412436801,Fishing vessel,Fishing vessel,,,CHN
412436808,Fishing vessel,Fishing vessel,,,CHN
412436811,Fishing vessel,Fishing vessel,,,CHN
412436822,Fishing vessel,Fishing vessel,,,CHN
412436831,Fishing vessel,Fishing vessel,,,CHN
412436833,Fishing vessel,Fishing vessel,,,CHN
412436836,Fishing vessel,Fishing vessel,,,CHN
412436837,Fishing vessel,Fishing vessel,,,CHN
412436838,Fishing vessel,Fishing vessel,,,CHN
412436839,Fishing vessel,Fishing vessel,,,CHN
412436841,Fishing vessel,Fishing vessel,,,CHN
412436842,Fishing vessel,Fishing vessel,,,CHN
412436843,Fishing vessel,Fishing vessel,,,CHN
412436844,Fishing vessel,Fishing vessel,,,CHN
412436847,Fishing vessel,Fishing vessel,,,CHN
412436849,Fishing vessel,Fishing vessel,,,CHN
412436852,Fishing vessel,Fishing vessel,,,CHN
412436854,Fishing vessel,Fishing vessel,,,CHN
412436856,Fishing vessel,Fishing vessel,,,CHN
412436869,Fishing vessel,Fishing vessel,,,CHN
412436874,Fishing vessel,Fishing vessel,,,CHN
412436878,Fishing vessel,Fishing vessel,,,CHN
412436884,Fishing vessel,Fishing vessel,,,CHN
412436886,Fishing vessel,Fishing vessel,,,CHN
412436887,Fishing vessel,Fishing vessel,,,CHN
412436892,Fishing vessel,Fishing vessel,,,CHN
412436901,Fishing vessel,Fishing vessel,,,CHN
412436906,Fishing vessel,Fishing vessel,,,CHN
412436907,Fishing vessel,Fishing vessel,,,CHN
412436908,Fishing vessel,Fishing vessel,,,CHN
412436916,Fishing vessel,Fishing vessel,,,CHN
412436917,Fishing vessel,Fishing vessel,,,CHN
412436928,Fishing vessel,Fishing vessel,,,CHN
412436935,Fishing vessel,Fishing vessel,,,CHN
412436939,Fishing vessel,Fishing vessel,,,CHN
412436941,Fishing vessel,Fishing vessel,,,CHN
412436945,Fishing vessel,Fishing vessel,,,CHN
412436947,Fishing vessel,Fishing vessel,,,CHN
412436949,Fishing vessel,Fishing vessel,,,CHN
412436952,Fishing vessel,Fishing vessel,,,CHN
412436957,Fishing vessel,Fishing vessel,,,CHN
412436963,Fishing vessel,Fishing vessel,,,CHN
412436972,Fishing vessel,Fishing vessel,,,CHN
412436975,Fishing vessel,Fishing vessel,,,CHN
412436982,Fishing vessel,Fishing vessel,,,CHN
412436984,Fishing vessel,Fishing vessel,,,CHN
412436988,Fishing vessel,Fishing vessel,,,CHN
412436994,Fishing vessel,Fishing vessel,,,CHN
412437001,Fishing vessel,Fishing vessel,,,CHN
412437008,Fishing vessel,Fishing vessel,,,CHN
412437017,Fishing vessel,Fishing vessel,,,CHN
412437024,Fishing vessel,Fishing vessel,,,CHN
412437033,Fishing vessel,Fishing vessel,,,CHN
412437036,Fishing vessel,Fishing vessel,,,CHN
412437038,Fishing vessel,Fishing vessel,,,CHN
412437039,Fishing vessel,Fishing vessel,,,CHN
412437043,Fishing vessel,Fishing vessel,,,CHN
412437051,Fishing vessel,Fishing vessel,,,CHN
412437052,Fishing vessel,Fishing vessel,,,CHN
412437054,Fishing vessel,Fishing vessel,,,CHN
412437056,Fishing vessel,Fishing vessel,,,CHN
412437062,Fishing vessel,Fishing vessel,,,CHN
412437065,Fishing vessel,Fishing vessel,,,CHN
412437066,Fishing vessel,Fishing vessel,,,CHN
412437069,Fishing vessel,Fishing vessel,,,CHN
412437071,Fishing vessel,Fishing vessel,,,CHN
412437072,Fishing vessel,Fishing vessel,,,CHN
412437077,Fishing vessel,Fishing vessel,,,CHN
412437081,Fishing vessel,Fishing vessel,,,CHN
412437086,Fishing vessel,Fishing vessel,,,CHN
412437097,Fishing vessel,Fishing vessel,,,CHN
412437106,Fishing vessel,Fishing vessel,,,CHN
412437107,Fishing vessel,Fishing vessel,,,CHN
412437114,Fishing vessel,Fishing vessel,,,CHN
412437116,Fishing vessel,Fishing vessel,,,CHN
412437117,Fishing vessel,Fishing vessel,,,CHN
